name,category,city,location,longitude,latitude,description,image_url,avg_price,tags
荣县羊肉汤,特色汤锅,自贡市,自贡荣县,104.41,29.47,本地黑山羊熬制的奶白浓汤，无膻味，配小米辣蘸碟，暖身鲜美，是冬日必吃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/rongxianyangrountang.jpg,40,"特色汤锅,羊肉汤,奶白浓汤"
周礼伤心凉粉,非遗小吃,资阳市,资阳安岳,105.33,30.12,手工豌豆凉粉，麻辣鲜香、爽滑Q弹，辣得过瘾，资阳代表性小吃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zhoulishangxinliangfen.jpg,15,"非遗小吃,凉粉,麻辣Q弹"
安岳米卷,特色小吃,资阳市,资阳安岳,105.33,30.12,大米磨浆蒸制薄皮，卷馅柔韧爽滑，米香浓郁，配红油酱汁更绝,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/anyuemijuan.jpg,12,"特色小吃,米卷,柔韧爽滑"
苌弘鲶鱼,传统名菜,资阳市,资阳雁江,104.98,30.13,千年历史名菜，沱江鲶鱼烹制，肉质细嫩、鲜香醇厚，“资阳十二大经典名菜”之首,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/changhongnianyu.jpg,65,"传统名菜,鲶鱼,鲜香醇厚"
安岳柠檬排骨,创意菜,资阳市,资阳安岳,105.33,30.12,结合安岳柠檬特产，排骨酥烂入味，果香解腻、酸甜鲜辣，省级天府名菜,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/anyuenmengpaigu.jpg,50,"创意菜,柠檬排骨,果香解腻"
熊卤鹅,非遗卤味,资阳市,资阳雁江,104.98,30.13,散养土鹅秘制卤制，皮香肉紧、卤香醇厚，下酒下饭皆宜，本地人气伴手礼,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/xionglue.jpg,40,"非遗卤味,卤鹅,皮香肉紧"
资阳鸡豆花,传统宴席菜,资阳市,资阳雁江,104.98,30.13,“吃鸡不见鸡”，鸡脯肉制如豆花，细嫩清鲜、洁白雅致，宴席精品,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/ziyangjidouhua.jpg,45,"传统宴席菜,鸡豆花,细嫩清鲜"
宜宾燃面,面食小吃,宜宾市,宜宾市翠屏区,104.6218,28.7754,省级非遗，以油重无水、点火即燃得名，筋道面条拌芽菜、肉末、花生碎与红油，干香麻辣，是宜宾美食名片。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yibinranmian.jpg,10,"面食小吃,非遗,干香麻辣"
李庄白肉,特色荤菜,宜宾市,宜宾市翠屏区李庄镇,104.7893,28.7126,省级非遗，刀工极致，肉片薄如蝉翼，搭配蒜泥红油蘸料，肥而不腻、入口化渣，是抗战时期就闻名的古镇招牌。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/lizhuangbairou.jpg,48,"特色荤菜,非遗,刀工薄片"
凉糕,甜品小吃,宜宾市,宜宾市长宁县双河镇,104.9235,28.4321,省级非遗，用千年葡萄井水与桂朝米制作，软糯清甜，搭配红糖浆，冰爽解暑，是川南夏日经典。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/liAPAO.jpg,6,"甜品小吃,非遗,冰爽解暑"
筠连水粉,面食小吃,宜宾市,宜宾市筠连县/兴文县,105.1472,28.2215,省级非遗，手工红薯粉爽滑Q弹，酸辣鲜香，汤底浓郁，是川南百姓日常最爱的街头美味。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/junlianshuifen.jpg,12,"面食小吃,非遗,酸辣鲜香"
猪儿粑（叶儿粑）,特色点心,宜宾市,宜宾市全域,104.6135,28.7821,省级非遗，糯米外皮包裹咸甜两种馅料，用良姜叶包裹蒸熟，软糯清香，是宜宾人逢年过节必备的传统点心。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zhuerba.jpg,4,"特色点心,非遗,软糯清香"
全竹宴,特色宴席,宜宾市,宜宾市长宁县蜀南竹海,104.9235,28.4321,以竹荪、竹荪蛋、竹笋、竹花等竹类食材入馔，清淡养生，鲜爽回甘，是蜀南竹海独有的生态宴席。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/quanzhuyan.jpg,100,"特色宴席,全竹宴,清淡养生"
雅鱼,特色河鲜,雅安市,雅安市雨城区,103.0333,30.0500,雅安三绝之首，周公河特有冷水鱼，肉质细嫩，砂锅雅鱼汤色奶白，鱼脑藏“宝剑”，是雅安最具代表性的宴席名菜。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yayu.jpg,100,"特色河鲜,雅鱼,砂锅奶白"
蒙顶山茶,特色饮品,雅安市,雅安市名山区,103.0477,30.0759,“扬子江心水，蒙山顶上茶”，千年贡茶，茶汤清润回甘，是世界茶文化的发源地，可品茗、可伴手。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/mengdingshancha.jpg,25,"特色饮品,贡茶,清润回甘"
荥经棒棒鸡,特色凉菜,雅安市,雅安市荥经县,102.2980,29.2016,川南名小吃，土鸡白宰后用木棒捶松，淋上秘制红油辣子，麻辣鲜香，肉质紧实入味，是荥经招牌美食。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yingjingbangbangji.jpg,40,"特色凉菜,棒棒鸡,麻辣鲜香"
天全椒麻鸡,特色凉菜,雅安市,雅安市天全县,102.3000,30.4000,土鸡白斩后，用青花椒、红油、藤椒油调制椒麻酱汁，麻味悠长、鸡肉鲜嫩，是川藏线上必吃的经典凉菜。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/tianquanjiaomaji.jpg,50,"特色凉菜,椒麻鸡,麻味悠长"
奶汤面,面食小吃,雅安市,雅安市雨城区,103.0333,30.0500,雅安传统早餐，猪骨慢熬奶白汤底，搭配劲道碱水面，浇上耙豌豆/炖肉哨子，汤鲜面滑，暖身又暖胃。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/naitangmian.jpg,10,"面食小吃,奶汤面,汤鲜面滑"
雅安烩面,面食小吃,雅安市,雅安市雨城区,103.0333,30.0500,雅安老牌特色烩面，手工宽面筋道爽滑，鲜醇高汤打底，搭配酥肉配菜，口感鲜香醇厚，当地人气家常美味。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yaanhuimian.jpg,12,"面食小吃,烩面,鲜香醇厚"
蓬溪熨斗糕,传统点心,遂宁市,遂宁市蓬溪县,105.7000,30.7500,米浆+鸡蛋+猪油烙制，形似熨斗，外酥内软、金黄香甜，蓬溪百年招牌早餐。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/pengxiyundougao.jpg,4,"传统点心,熨斗糕,外酥内软"
窝子凉粉,特色凉菜,遂宁市,遂宁市船山区,105.3300,30.2400,混合淀粉制成，Q弹滑嫩，淋红油、香醋、麻油等十余调料，麻辣鲜香，夏日消暑必吃。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/woziliangfen.jpg,12,"特色凉菜,凉粉,麻辣Q弹"
射洪牛肉,特色肉制品,遂宁市,遂宁市射洪市,105.3800,30.9000,精选黄牛精肉，炸/爆/炒/烩多技法，咸甜麻辣平衡，肉质紧实入味，下酒下饭皆宜。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/shehongniurou.jpg,65,"特色肉制品,牛肉,咸甜麻辣"
芥菜春卷,特色小吃,遂宁市,遂宁市船山区,105.3400,30.2300,全素馅（胡萝卜/海带/石花），裹薄皮，芥末味浓，脆爽刺鼻，越吃越上瘾。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/jiecaichunjuan.jpg,12,"特色小吃,春卷,芥末脆爽"
青豆肥肠砂锅,特色砂锅菜,遂宁市,遂宁市船山区,105.3300,30.2400,肥肠软糯不腥，青豆吸满肉汁，文火慢炖入味，川中烟火气代表，配饭绝了。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/qingdoufeichangshaguo.jpg,50,"砂锅菜,肥肠,软糯入味"
观音素麻花,特色零食,遂宁市,遂宁市船山区,105.3400,30.2300,观音文化特色，纯素制作，香酥化渣、甜咸适口，传统工艺，老少皆宜。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/guanyinsumahua.jpg,20,"特色零食,麻花,香酥化渣"
盐边羊肉米线,川滇风味/非遗,攀枝花市,攀枝花市,101.73,26.59,羊骨慢熬奶白浓汤，粗米线配薄荷、木姜子油，鲜而不膻,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yanbianyangroumixian.jpg,18,"川滇风味,羊肉米线,鲜而不膻"
盐边牛肉,盐边特色/天府名菜,攀枝花市,攀枝花市盐边县,101.73,26.59,高原黄牛肉老卤慢炖，切片凉拌，麻辣鲜香,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yanbianniurou.jpg,35,"盐边特色,牛肉,麻辣鲜香"
油底肉,非遗/笮人风味,攀枝花市,攀枝花市盐边县,101.56,26.81,五花肉腌制后菜籽油慢熬封存，肥而不腻，可蒸可炒,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/youdirou.jpg,45,"非遗,油底肉,肥而不腻"
彝族坨坨肉,彝族特色,攀枝花市,攀枝花市盐边县,101.42,26.91,大块猪肉清水煮熟，蘸辣椒蒜水，肉香纯粹,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yizutuotuorou2.jpg,50,"彝族特色,坨坨肉,肉香纯粹"
米易铜火锅,攀西特色/非遗,攀枝花市,攀枝花市米易县,102.11,26.89,炭火紫铜锅，土鸡、腊肉、丸子等层层码放，汤浓味厚,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/miyitonghuoguo.jpg,70,"攀西特色,铜火锅,汤浓味厚"
爬沙虫,特色野味/高蛋白,攀枝花市,攀枝花市盐边县,101.73,26.59,油炸外酥里嫩，被誉为“水人参”，口感香脆,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/pashachong.jpg,90,"特色野味,爬沙虫,香脆高蛋白"
浑浆豆花,地方小吃,攀枝花市,攀枝花市东区,101.73,26.59,豆浆不过滤直接煮制，豆香浓郁，配蘸水食用,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/hunjiangdouhua.jpg,8,"地方小吃,豆花,豆香浓郁"
内江牛肉面,川味小吃/早餐顶流,内江市,内江市市中区,105.04,29.59,细面重碱、宽汤红油，牛肉臊子酥烂入味，配韭黄香菜，麻辣鲜香,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/neijiangniuroumian.jpg,12,"川味小吃,牛肉面,麻辣鲜香"
大千干烧鱼,非遗名菜/大千风味,内江市,内江市东兴区,105.06,29.58,张大千改良家传菜，外酥里嫩，咸鲜微辣，汤汁浓郁拌饭一绝,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/daqianganshaoyu.jpg,55,"非遗名菜,干烧鱼,咸鲜微辣"
隆昌羊肉汤,川南暖身美食,内江市,内江市隆昌市,105.27,29.33,本地黑山羊慢炖3小时，汤色奶白醇厚，羊肉软烂脱骨，无膻味,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/longchangyangroutang.jpg,60,"暖身美食,羊肉汤,奶白醇厚"
板板桥油炸粑,百年非遗小吃,内江市,内江市市中区,105.04,29.59,糯米裹绿豆沙油炸，外酥里糯，咸甜适中，童年经典小吃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/banbanqiaoyou.jpg,6,"非遗小吃,油炸粑,外酥里糯"
资中兔子面,地方特色面食,内江市,内江市资中县,104.86,29.78,内江资中经典早餐，兔丁臊子麻辣鲜香，面条劲道爽滑，本地人气爆棚,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zizhongtuzimian.jpg,15,"地方面食,兔子面,麻辣鲜香"
王凉粉,非遗小吃,内江市,内江市市中区,105.04,29.59,内江老牌名小吃，凉粉爽滑筋道，红油辣子香而不燥，搭配豌豆、花生碎口感丰富,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/wangliangfen.jpg,8,"非遗小吃,凉粉,香而不燥"
南充米粉,川味小吃/早餐顶流,南充市,南充市顺庆区,106.08,30.84,骨汤醇厚、米粉顺滑，牛肉/肥肠臊子鲜香，配油干，南充人早餐灵魂,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/nanchongmifen.jpg,12,"川味小吃,米粉,骨汤醇厚"
川北凉粉,非遗小吃,南充市,南充市顺庆区,106.08,30.84,百年老字号，豌豆凉粉嫩滑筋道，秘制红油蒜香浓郁，麻辣鲜香，中华名小吃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/chuanbeiliangfen.jpg,10,"非遗小吃,凉粉,蒜香浓郁"
张飞牛肉,非遗特产/佐酒美食,南充市,南充市阆中市,105.97,31.58,肉质紧实、咸香入味，色泽红亮，百年工艺，可直接食用或入菜,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zhangfeiniurou.jpg,50,"非遗特产,牛肉,咸香紧实"
南部肥肠干饭,地方特色主食,南充市,南充市南部县,105.73,31.78,肥肠处理干净、软糯香辣，配干爽米饭，汤汁浓郁，南部经典美食,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/nanbufeichangganfan.jpg,18,"地方主食,肥肠干饭,软糯香辣"
营山凉面,地方特色面食,南充市,南充市营山县,106.55,31.08,细面劲道，红油劲霸，佐豆芽、大头菜，麻、辣、咸、香四味兼备，夏日开胃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/yingshanliangmian.jpg,12,"地方面食,凉面,麻辣咸香"
白糖蒸馍,传统糕点,南充市,南充市阆中市,105.97,31.58,清乾隆年间贡品，甜软绵密，久放不坏，与张飞牛肉、保宁醋并称“阆中三绝”,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/baitangzhengmo.jpg,6,"传统糕点,蒸馍,甜软绵密"
绵阳米粉,川味小吃/早餐灵魂,绵阳市,绵阳市涪城区,104.74,31.45,细如发丝，红汤麻辣醇厚、清汤鲜香回甘，配酸菜豌豆，嗦一口唤醒全城，绵阳人早餐标配,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/mianyangmifen.jpg,12,"川味小吃,米粉,麻辣醇厚"
江油肥肠,地方名菜/米饭杀手,绵阳市,绵阳市江油市,104.62,31.72,肥肠软糯弹牙、肥而不腻，麻辣鲜香，红烧入味，汤汁浓郁，拌饭一绝，肥肠界天花板,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/jiangyoufeichang.jpg,35,"地方名菜,肥肠,麻辣软糯"
冷沾沾,街头非遗小吃,绵阳市,绵阳市江油市,104.62,31.72,食材穿竹签，蘸红油/清汤蘸水，荤素任选，麻辣鲜香，互动感强，性价比高，街头人气王,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/lengzhanzhan.jpg,18,"非遗小吃,冷沾沾,麻辣鲜香"
梓潼酥饼,宫廷贡品/非遗糕点,绵阳市,绵阳市梓潼县,105.17,31.41,千年工艺，层层起酥，香脆化渣，内馅芝麻核桃，甜而不腻，唐代贡品，配茶绝佳,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zitongsubing.jpg,25,"非遗糕点,酥饼,香脆化渣"
梓潼片粉,非遗小吃,绵阳市,绵阳市梓潼县,105.17,31.41,绿豆淀粉制作，薄可透光，配红油芥末，麻酸辣冲香五味俱全，仅梓潼井水可制，非遗美味,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/zitongpianfen.jpg,15,"非遗小吃,片粉,五味俱全"
北川腊肉,羌族特色特产,绵阳市,绵阳市北川县,104.47,31.82,柏树枝烟熏，肉色红亮，肥而不腻，木质香气浓郁，可蒸炒或直接食用，羌家年味代表,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/beichuanlarou.jpg,45,"羌族特产,腊肉,柏枝烟熏"
东坡肘子,经典名菜,眉山市,眉山市东坡区,103.84,30.04,眉山招牌，猪肘慢炖，肥而不腻、入口即化，红亮酱香，东坡文化味觉代表,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/dongpozhouzi.jpg,45,"经典名菜,东坡肘子,肥而不腻"
彭山甜皮鸭,非遗特产,眉山市,眉山市彭山区,103.86,30.15,皮脆肉嫩、咸甜适中，卤后淋热油，色泽红亮，甜皮鸭界“始祖”,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/pengshantianpiya.jpg,35,"非遗特产,甜皮鸭,皮脆肉嫩"
洪雅钵钵鸡,川味小吃,眉山市,眉山市洪雅县,103.27,29.70,藤椒/红油双味，食材新鲜，麻辣鲜香，藤椒味麻香浓郁，夏日开胃必吃,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/hongyaboboji.jpg,25,"川味小吃,钵钵鸡,藤椒红油"
丹棱冻粑,传统糕点,眉山市,眉山市丹棱县,103.52,30.01,软糯香甜，红糖/芝麻/玫瑰多口味，手工制作，久放不硬，早餐佳品,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/danlengdongba.jpg,5,"传统糕点,冻粑,软糯香甜"
洪雅藤椒鱼,地方名菜,眉山市,眉山市洪雅县,103.27,29.70,鲜活鱼肉，藤椒鲜麻，汤汁浓郁，配菜入味，下饭神器，人均实惠,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/hongyatengjiaoyu.jpg,35,"地方名菜,藤椒鱼,鲜麻浓郁"
眉山东坡肉,经典名菜,眉山市,眉山市东坡区,103.84,30.04,五花肉慢煨，色泽红亮，肥而不腻，酥软入味，东坡宴席必备，老少皆宜,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/meishandongporou.jpg,40,"经典名菜,东坡肉,酥软入味"
青神竹编宴,特色宴席,眉山市,眉山市青神县,103.79,29.75,竹荪、竹花、竹蛋入菜，清香鲜美，营养健康，非遗竹编文化美食融合,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/qingshenzhubianyan.jpg,55,"特色宴席,竹编宴,清香鲜美"
古蔺麻辣鸡,非遗硬菜,泸州市,泸州市古蔺县,105.82,28.05,《舌尖》推荐，高山土鸡老卤浸煮，皮脆肉嫩，配秘制红油蘸水，麻香突出、辣而不燥 。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/gulinmalaji.jpg,50,"非遗硬菜,麻辣鸡,皮脆肉嫩"
泸州黄粑,传统小吃,泸州市,泸州市江阳区,105.44,28.88,糯米红糖良姜叶包裹蒸制，金黄软糯、草木清香，冷吃绵密、油煎外脆内糯，伴手礼首选 。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/luzhouhuangba.jpg,15,"传统小吃,黄粑,金黄软糯"
叙永豆汤面,非遗早餐,泸州市,泸州市叙永县,105.43,28.17,白豌豆熬沙浓汤+碱水面+骨汤肉臊，豆香浓郁、汤鲜面劲，本地早餐灵魂。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/xuyongdoutangmian.jpg,12,"非遗早餐,豆汤面,豆香浓郁"
泸州猪儿粑,糯米小吃,泸州市,泸州市合江县/江阳区,105.58,28.78,糯米皮裹芽菜鲜肉/芝麻糖馅，形似小猪，软糯Q弹、咸甜爆汁，非遗小吃。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/luzhouzhuerba.jpg,4,"糯米小吃,猪儿粑,咸甜爆汁"
泸州白糕,传统糕点,泸州市,泸州市江阳区,105.44,28.88,糯米发酵蒸制，雪白绵软、甜而不腻，桂花清香，早餐标配，配豆浆更佳  。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/luzhoubaigao.jpg,8,"传统糕点,白糕,雪白绵软"
合江烤鱼,江湖夜宵,泸州市,泸州市合江县,105.58,28.78,活鱼现烤，铺折耳根、泡萝卜、魔芋，皮焦肉嫩、麻辣鲜香，川南夜市招牌  。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/foods/hejiangkaoyu.jpg,60,"江湖夜宵,烤鱼,皮焦肉嫩"
