name,level,city,location,longitude,latitude,description,image_url,ticket_price,rating,opening_hours,season_best
富顺文庙,4A,自贡市,自贡富顺,105.0037,29.1784,富顺文庙西湖景区，是自贡富顺的文脉与诗意地标。始建于宋代的文庙，飞檐翘角承载着千年文风，是川南保存最完整的文庙之一。不远处的西湖清波荡漾，古桥、垂柳与文庙交相辉映。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fushunwenmiao.jpg,9.9,4.3,08:30-17:30,春季
尖山风景区,4A,自贡市,自贡,104.6552,29.2656,尖山风景区是自贡近郊的天然氧吧，以山林、湖泊与四季花海闻名。春日桃花漫山盛放，如云霞落满枝头；夏日湖水清幽，泛舟湖上可享清凉。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/jianshan.jpg,20,4.2,08:00-18:00,春季（3-4月）
江姐故里,无A级,自贡市,自贡,104.8432,29.3651,江姐故里，是红岩精神的重要传承地，位于自贡大安区。这里是江竹筠烈士的故乡，故居里的老物件、复原的场景，诉说着她从普通女孩成长为革命战士的历程。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/jianggujuli.jpg,0,4.5,09:00-17:00（周一闭馆）,全年
恐龙博物馆,4A,自贡市,自贡,104.8289,29.3959,自贡恐龙博物馆，是世界三大恐龙遗址博物馆之一，被誉为“恐龙公墓”。馆内保存着大量侏罗纪时期的恐龙化石，包括完整的骨架标本、埋藏现场遗迹。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/konglongbowuguan.jpg,40,4.6,08:30-17:30,全年
仙市古镇,4A,自贡市,自贡,104.7853,29.3721,仙市古镇，是茶马古道上的千年码头，曾是自贡盐运的重要驿站。古镇依河而建，青石板路蜿蜒曲折，古码头、古寺庙、古民居错落有致。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/xianshiguzhen.jpg,0,4.2,全天开放,全年
中国彩灯大世界,4A,自贡市,自贡,104.7688,29.3515,中华彩灯大世界，是自贡灯会的核心举办地，被誉为“灯界天花板”。每届灯会期间，这里都会打造上百组大型灯组，夜晚的园区灯火璀璨，仿佛置身梦幻的童话世界。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/caidengdashijie.jpg,118,4.8,17:00-22:30（春节期间）,春节前后
方特恐龙王国,4A,自贡市,自贡,104.84,29.37,以恐龙文化为主题的大型高科技乐园，融合远古文明与现代科技，打造沉浸式侏罗纪世界。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fangtekonglong.jpg,280,4.5,09:30-17:30,全年
圆觉洞景区,4A,资阳市,资阳市安岳县,105.34445,30.08744,安岳石刻的核心代表，现存唐宋造像1933尊，以“西方三圣”和十二圆觉菩萨造像最为震撼，是了解安岳石刻艺术的入门首选。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/yuanjuedong.jpg,28,4.4,08:30-17:30,全年
毗卢洞文物景区,全国重点文保单位,资阳市,资阳市安岳县石羊镇,105.622215,29.925089,以“东方维纳斯”紫竹观音造像闻名，是宋代石刻艺术的巅峰之作，造像神态随视角变化而变化，极具艺术魅力。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/piludong.jpg,25,4.5,08:30-17:30,全年
安岳卧佛院,全国重点文保单位,资阳市,资阳市安岳县卧佛镇,105.322136,30.301448,拥有全国最长的唐代左侧释迦牟尼卧佛（全长21.3米），崖壁还留存大量唐代佛经石刻，兼具宗教与考古价值。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/anyuewofoyuan.jpg,15,4.4,08:30-17:30,全年
陈毅故里景区,4A,资阳市,资阳市乐至县劳动镇,104.952992,30.378915,开国元帅陈毅的故乡，包含故居、生平陈列馆、铜像广场等40余处景点，是集红色教育与田园风光于一体的爱国主义教育基地。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/chenyiguli.jpg,0,4.5,09:00-17:00,全年
方特国色春秋,大型文化主题乐园,资阳市,资阳市雁江区,104.577209,30.190114,以中华文明为脉络，融合巴蜀文化与石刻元素，拥有《石窟奇遇》《神话》等沉浸式项目，是资阳亲子游和年轻人打卡的热门地。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fangteguose.jpg,280,4.5,09:30-17:30,全年
乐至报国寺,国家AA级景区、市级重点文保单位,资阳市,资阳市乐至县龙门乡,105.0123,30.2876,始建于隋开皇二年（582年），川中千年古刹，有“蜀中净土”之称。以“树抱佛”摩崖造像、缅甸玉佛、宋明石棺为“三绝”，园林式寺院，清幽古朴。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/baoguosi.jpg,0,4.3,08:00-17:00,全年
蜀南竹海,4A,宜宾市,宜宾市长宁县竹海镇,104.9235,28.4321,相传古时长宁山民爱竹护竹，千年培育成万亩竹海。北宋黄庭坚到此赞叹“竹波万里”，竹海藏古寺、飞瀑流泉，清风穿竹如浪涛，侠影江湖与田园诗意在此相融。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/shunanzhuhai.jpg,100,4.5,08:00-17:30,春秋季
翠屏山景区,2A，城市森林公园,宜宾市,宜宾市翠屏区,104.6135,28.7821,相传哪吒曾在此修炼，千年行宫香火不绝。近代赵一曼烈士在此留下革命足迹，青山埋忠骨。翠屏叠翠、三江环绕，山林藏古迹，红绿相融。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/cuipingshan.jpg,0,4.2,08:00-18:00,全年
合江门（冠英古街）,城市地标、历史文化街区,宜宾市,宜宾市翠屏区合江门广场,104.6256,28.7789,千年以来，合江门便是宜宾门户，两江汇流成长江，开启万里航程。明代筑城设关，古街商贾云集，今时灯火映江，古今交融，诉说“万里长江第一城”的岁月风华。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/hejiangmen.jpg,0,4.4,全天开放,全年
李庄古镇,4A,宜宾市,宜宾市翠屏区李庄镇,104.7893,28.7126,千年古镇静卧长江之畔，明代已成商贸重镇。抗战烽火中，同济、中研院等机构西迁于此，青砖黛瓦间弦歌不辍，文脉与江涛共鸣，成为民族精神的涵养地与文化重镇。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/lizhuangguzhen.jpg,20,4.5,全天开放,全年
五粮液旅游景区,4A,宜宾市,宜宾市翠屏区岷江西路,104.6218,28.7754,宜宾自古盛产佳酿，明初陈氏建窖酿酒，传承至今成五粮液传奇。千年窖池生生不息，古法酿造匠心坚守，一江清水酿醇香，一座酒城醉天下。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/wuliangye.jpg,0,4.5,09:00-17:00,全年
兴文石海,4A,宜宾市,宜宾市兴文县石海镇,105.1472,28.2215,远古僰人在此繁衍生息，凿山为居、悬棺崖壁，留下千古葬俗之谜。亿万年地质运动造就石海、天坑、溶洞奇观，苗乡风情与奇山异水相融。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/xingwenshihai.jpg,80,4.4,08:30-17:30,全年
碧峰峡,5A,雅安市,雅安市雨城区碧峰峡镇,103.0333,30.0500,全国唯一以大熊猫为主题的5A级景区，由峡谷风景区、野生动物园、大熊猫基地组成，森林覆盖率95%，瀑布溪流密布，是熊猫家园与天然氧吧。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/bifengxia.jpg,100,4.6,08:30-16:30,全年
达瓦更扎,4A,雅安市,雅安市宝兴县硗碛藏族乡,102.7890,30.1234,“亚洲通达最好的360°观景平台”，海拔3900米，可观云海、日出、佛光、贡嘎群峰，藏族风情浓郁，高山草甸风光壮丽。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/dawagengzha.jpg,60,4.5,05:00-17:00,春秋季
二郎山喇叭河,4A,雅安市,雅安市天全县,102.3000,30.4000,原始生态秘境，森林茂密，溪流瀑布成群，有网红鹿池、云海索道，春赏杜鹃、秋观彩林，野生水鹿常出没，被誉为“川西小九寨”。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/erlangshanlabahe.jpg,50,4.4,08:00-17:30,秋季（10-11月）
蒙顶山,4A,雅安市,雅安市名山区蒙顶山镇,103.0477,30.0759,“扬子江中水，蒙山顶上茶”，世界茶文化圣山，川藏茶马古道起点，千年贡茶园、古寺林立，可体验采茶制茶与非遗茶艺。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/mengdingshan.jpg,45,4.4,08:30-17:00,春季（3-5月）
牛背山,无,雅安市,雅安市荥经县牛背山镇,102.2980,29.2016,中国最大360°观景平台，海拔3660米，四面环山中间突起，云海、日出、星空、贡嘎群峰尽收眼底，被誉为“亚洲最美观景台”。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/niubeishan.jpg,0,4.6,全天开放,秋冬春季
上里古镇,4A,雅安市,雅安市雨城区上里镇,103.1245,30.1678,川西明清古镇，南方丝绸之路驿站，依山傍水，青石板路、吊脚楼、古桥古树相映，韩家大院木雕精湛，水墨田园风光如画。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/shangli.jpg,40,4.3,全天开放,全年
广德寺,4A,遂宁市,遂宁市船山区,105.3300,30.2300,皇家禅林，明代圣旨坊、九龙碑、缅甸玉佛，观音道场核心，红墙古刹、香火旺盛。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/guangdesi.jpg,50,4.4,08:00-17:30,全年
灵泉寺,4A,遂宁市,遂宁市船山区,105.3500,30.2200,隋代古刹，三眼灵泉，七层佛阁瞰涪江，观音文化核心地，二月十九庙会极盛。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/lingquansi.jpg,45,4.3,08:00-17:30,全年
龙凤古镇,4A,遂宁市,遂宁市船山区,105.2800,30.2000,涪江畔明清古镇，古街、古桥、古民居，观音文化民俗浓郁，夜景璀璨、烟火气足。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/longfengguzhen.jpg,0,4.2,全天开放,全年
圣莲岛,4A,遂宁市,遂宁市船山区,105.5902,30.5126,涪江江心生态岛，以荷花文化为核心，坐拥全球最大荷花主题公园,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/shengliandao.jpg,0,4.3,08:30-18:00,夏季（6-8月）
四川宋瓷博物馆,4A,遂宁市,遂宁市船山区,105.3400,30.2400,国内唯一宋瓷专题馆，藏上千件宋瓷，含国宝级龙泉窑青釉荷叶盖罐，“千峰翠色”。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/songcibowuguan.jpg,0,4.6,09:00-17:00（周一闭馆）,全年
中国死海,4A,遂宁市,遂宁市大英县,105.0300,30.3500,1.5亿年古盐湖，内陆高浓度盐卤水，可漂浮、盐疗、黑泥养生，西南罕见盐湖度假地。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/zhongguosihai.jpg,180,4.3,09:00-18:00,夏季（6-9月）
二滩国家森林公园,4A,攀枝花市,攀枝花市盐边县,101.7215,26.7487,亚洲第一高坝+高峡平湖，工业与自然奇观融合,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/ertan.jpg,4,4.3,全天开放,全年
凤凰花公园,无（城市主题公园）,攀枝花市,攀枝花市东区,101.73,26.59,四川最大凤凰花主题公园，500亩花海，2万余株凤凰树，是攀枝花“花城”名片核心打卡地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fenghuanghuagongyuan.jpg,0,4.4,全天开放,夏季（5-7月）
格萨拉生态旅游区,4A,攀枝花市,攀枝花市盐边县,101.4123,26.9245,“天然地质博物馆”，高山草甸、天坑地漏、彝族风情,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/gesala.jpg,60,4.2,08:00-17:30,夏季（6-9月）
金沙江大峡谷,无（省级知名景观）,攀枝花市,攀枝花市仁和区,101.83,26.46,川滇交界的攀西大裂谷核心景观，俯瞰金沙江大拐弯与峡谷绝壁风光，视野壮阔,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/jinshajiangdaxiagu.jpg,0,4.3,全天开放,全年
三线建设博物馆,国家二级博物馆,攀枝花市,攀枝花市仁和区,101.7334,26.5208,全国最大三线主题馆，工业遗产活化石,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/sanxianjianshe.jpg,0,4.5,09:00-17:00（周一闭馆）,全年
迤沙拉村,4A,攀枝花市,攀枝花市仁和区,101.8321,26.4578,中国最大俚濮彝族聚居地，红墙青瓦千年马帮古村,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/yishalacun.jpg,0,4.2,全天开放,全年
大千园景区,4A,内江市,内江市东兴区,105.06,29.58,国画大师张大千故里，全球最大大千文化主题公园，藏书画真迹与敦煌壁画临摹品,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/daqianyuan.jpg,0,4.4,09:00-17:00,全年
范长江纪念馆,4A,内江市,内江市东兴区,105.10,29.60,新闻巨子范长江故居及纪念馆，展示中国新闻事业发展历程，红色文化教育基地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fanchangjiang.jpg,0,4.3,09:00-17:00（周一闭馆）,全年
隆昌古宇湖,4A,内江市,内江市隆昌市,105.27,29.33,川南明珠，内江最大人工湖，湖光山色秀丽，秋冬候鸟云集，观鸟胜地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/longchangguyuhu.jpg,0,4.3,全天开放,秋冬（11-2月）
罗泉古镇,无（中国历史文化名镇）,内江市,内江市资中县,104.85,29.71,千年盐运古镇，明清古街保存完好，钟鼓楼、盐神庙古韵悠长,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/luoquanguzhen.jpg,0,4.2,全天开放,全年
圣水寺,无（省级文保）,内江市,内江市市中区,105.04,29.59,中川第一禅林，沱江边千年古刹，藏唐代观音像与石经幢，禅意浓郁,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/shengshuisi.jpg,0,4.3,08:00-17:00,全年
威远感恩寺,无（省级文保单位）,内江市,内江市威远县,104.65,29.56,始建于明代的千年古刹，以“感恩文化”为核心，寺内有明代石刻造像与清代壁画，禅意清幽,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/ganensi.jpg,0,4.2,08:00-17:00,全年
资中重龙山,无（省级风景名胜区）,内江市,内江市资中县,104.86,29.78,内江知名名山，集佛教文化、摩崖造像与自然景观于一体，“重龙晴岚”为古资州八景之一,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/chonglongshan.jpg,0,4.2,08:00-18:00,全年
阆中古城,5A,南充市,南充市阆中市,105.97,31.58,中国四大古城之一，嘉陵江环抱的风水古城，2300年历史，青瓦飞檐、街巷如棋，三国文化底蕴深厚,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/langzhonggucheng.jpg,110,4.6,全天开放,全年
凌云山景区,4A,南充市,南充市高坪区,106.12,30.77,国家级森林公园，以“四象五行”风水地貌闻名，儒释道文化交融，99米凌云大佛气势恢宏,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/lingyunshan.jpg,0,4.3,08:00-18:00,春秋季
南充博物馆,无,南充市,南充市顺庆区,106.09,30.83,市级综合性博物馆，馆藏文物3400余件，系统展示南充从古至今的历史文化，镇馆之宝为东汉鎏金负罐铜鸟,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/nanchongbowuguan.jpg,0,4.4,09:00-17:00（周一闭馆）,全年
升钟湖风景区,4A,南充市,南充市南部县,105.73,31.78,西南最大人工湖，湖面辽阔、湖光山色，被誉为“垂钓天堂”，四季皆景，休闲度假胜地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/shengzhonghu.jpg,0,4.4,全天开放,全年
西山风景区,4A,南充市,南充市顺庆区,106.08,30.84,南充城市绿肺，三国文化核心地，万卷楼为陈寿治学处，栖乐寺钟声悠远，开汉楼可俯瞰全城,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/xishan.jpg,0,4.3,08:00-18:00,全年
朱德故里,5A,南充市,南充市仪陇县,106.45,31.32,全国红色旅游经典景区，朱德元帅诞生与成长地，青山环抱、田园清幽，红色文化教育基地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/zhudeguli.jpg,0,4.7,09:00-17:00,全年
北川羌城,5A,绵阳市,绵阳市北川县,104.47,31.82,全国唯一羌文化5A景区，集地震遗址、羌族民俗博物馆、巴拿恰商业街于一体，承载重生记忆与民族风情,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/beichuanqiangcheng.jpg,0,4.5,09:00-17:00,全年
越王楼,4A,绵阳市,绵阳市游仙区,104.75,31.46,天下诗文第一楼，唐代四大名楼之一，登楼俯瞰涪江三江交汇，夜景璀璨，全息诗仙长廊重现蜀道壮阔,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/yuewanglou.jpg,30,4.4,09:00-21:00,全年
李白故居,4A,绵阳市,绵阳市江油市,104.62,31.72,诗仙李白出生地，陇西院、太白碑林、洗墨池等遗迹完好，古院清幽，沉浸式感受盛唐诗魂,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/libaiguju.jpg,40,4.5,08:30-17:30,全年
窦团山,4A,绵阳市,绵阳市江油市,104.82,31.85,四川丹霞代表，三峰拔地而起，铁索飞渡惊险绝伦，云岩寺宋代飞天藏为镇山之宝,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/doutuanshan.jpg,67,4.3,08:00-17:30,春秋季
九皇山,4A,绵阳市,绵阳市北川县,104.53,31.92,云中羌寨，高山溶洞、绝壁栈道、原始森林兼具，春赏杜鹃、秋观红叶，羌族民俗浓郁,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/jiuhuangshan.jpg,90,4.4,08:00-18:00,春秋季
七曲山大庙,4A,绵阳市,绵阳市梓潼县,105.17,31.41,文昌文化发源地，千年古柏环绕，23处殿宇依山而建，明代造像精美，香火鼎盛,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/qiquishan.jpg,50,4.4,08:00-17:30,全年
三苏祠,4A,眉山市,眉山市东坡区,103.84,30.04,北宋三苏故居，川西古典园林，古木碑刻林立，“一门三词客”文脉圣地，联合国文化遗产保护单位,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/sansuci.jpg,40,4.6,08:30-17:30,全年
黑龙滩,无,眉山市,眉山市仁寿县,104.12,30.08,“川西第一海”，四川千岛湖，湖光山色、岛屿林立，游船垂钓，休闲度假胜地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/heilongtan.jpg,0,4.3,全天开放,全年
柳江古镇,无,眉山市,眉山市洪雅县,103.27,29.70,川西烟雨古镇，百年古榕、吊脚楼、青石板路，山水相依，夜色温柔，“四川小丽江”,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/liujiangguzhen.jpg,0,4.4,全天开放,夏季（6-8月）
彭祖山,4A,眉山市,眉山市彭山区,103.86,30.15,世界长寿文化发源地，齐山双佛、彭祖祠、不老阁，山林清幽，养生徒步佳地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/pengzushan.jpg,30,4.2,08:30-17:30,全年
瓦屋山,4A,眉山市,眉山市洪雅县,103.24,29.64,“川西小瑞士”，世界第二大桌山，云海、飞瀑、杜鹃花海，四季皆景，避暑康养胜地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/wawushan.jpg,100,4.5,08:00-17:00,夏季（避暑）冬季（滑雪）
中岩寺,无,眉山市,眉山市青神县,103.79,29.75,“川南第一山”，苏轼初恋地，摩崖石刻、桫椤密林、古寺禅意，岷江风光尽收眼底,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/zhongyansi.jpg,27,4.2,08:30-17:30,全年
泸州老窖旅游区,国家4A级,泸州市,泸州市江阳区,105.44,28.88,浓香型白酒发源地，拥有1573国宝窖池群与酿酒非遗，活态酒文化博物馆，可品鉴原浆酒 。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/luzhoulaojiao.jpg,35,4.5,09:00-17:00,全年
张坝桂圆林,国家4A级,泸州市,泸州市江阳区,105.45,28.87,长江边十里绿色长廊，1.5万株百年桂圆古树，天然氧吧，滨江步道适合骑行漫步。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/zhangbaguiyuanlin.jpg,0,4.3,全天开放,全年
方山风景区,自然景区,泸州市,泸州市江阳区,105.38,28.98,川南佛教名山，九十九峰云海，唐代云峰寺黑脸观音，登山祈福，俯瞰泸州丘陵全景。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/fangshan.jpg,15,4.2,08:00-17:30,全年
黄荆老林,国家4A级,泸州市,泸州市古蔺县,105.77,28.17,北纬28°原始森林，丹霞地貌、八节洞瀑布群，夏季避暑，天然氧吧。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/huangjinglaolin.jpg,90,4.4,08:00-17:30,夏季（6-9月）
忠山公园,城市公园,泸州市,泸州市江阳区,105.45,28.88,城市绿肺·三国文化打卡地,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/zhongshanpark.jpg,0,4.1,全天开放,春季
太平古镇,红色古镇,泸州市,泸州市古蔺县,105.82,28.05,赤水河畔吊脚楼群，四渡赤水红色遗址，悬崖古镇风貌，红色人文打卡 。,cloud://cloud1-d2gphu7bt75dc5910.636c-cloud1-d2gphu7bt75dc5910-1464549430/sceneries/taipingguzhen.jpg,0,4.3,全天开放,全年
